tran_id,first_name,last_name,tran_date,gender,tran_value,tran_hash,tran_lat,tran_long,tran_type,tran_status
1GYigou3MYxtAz9xN89LkCpjz5z4WgvaDU,Eudora,Pendlebery,2017/05/28,Female,72.14,90fcda7c6b3562476985b8e3edfbd55f,28.6517036,117.9041296,"Apple - Delicious, Golden",4
1Ld8ALX88GGA2QRYzS5tzUTG3AwxQ9cHs9,Lucia,Clatworthy,2018/03/01,Female,74.81,1de8295c2d9cc346c4e407051ae376e5,29.57991,71.75213,Wine - Merlot Vina Carmen,4
1MzctV9p6J4eDwBfp2Wy2iNdzNzPUCnjQf,Lenore,MacCaughan,2017/08/05,Female,48.5,3f4806738fd78bd8d8dbcfb1f47d2bb4,59.9403761,10.7691773,"Soup - Knorr, Veg / Beef",1
17vHH7i1UYEqKqZhuG5oZQuG7HbGiNPAPw,Lilllie,Massy,2017/05/19,Female,114.46,1217f1da6852a2c1ce26a81399ea1e76,14.6035119,120.981775,Sauce - Hoisin,4
1BFcsQV3y9BVd1uum8snzbUBewGkuyrPEY,Fabian,Olkowicz,2017/12/15,Male,59.48,8a9e7be2889199cfa0dcda2c5b566f4c,38.143169,117.497651,Coffee - Egg Nog Capuccino,4
171bduTTuCJMWxTvQoHZrUXyDGGv4P8G69,Terrell,Bollum,2017/10/29,Male,25.35,d05f9bc7ae66bc6018ffc1a7bdef3b88,20.9874938,-77.4185584,Chips - Miss Vickies,4
1Br8QGTcC9ScgguAALxYMR7DaUBzuRaB8b,Clemente,Gallier,2017/03/22,Male,30.13,d4d0d6d512d16af3725026b056376ebc,10.6952642,106.704874,Bread - Raisin Walnut Pull,1
16LemVCuB1NSVypnzQTpBAVuhyk2DxFQUn,Bondie,Lindwasser,2018/05/18,Male,97.93,1621ec94e2ec4abe3df854d90819be47,44.351935,-87.8445954,"Juice - Tomato, 48 Oz",4
1DjciXESnwgDWeWHiuoD2u33cRVv6Rj97M,Billie,McBoyle,2017/06/21,Female,76.74,675771e0b557bf3a161b770a7df17495,-3.0500015,102.8169757,Pears - Anjou,2
18x5mX51KeJFm2GMh1V6Y5PwW8QrCYH5sH,Nonnah,Olivelli,2018/02/23,Female,84.94,4a1a8e7b5cbf7bbec60f15f436307264,-8.6836833,-35.2807624,Squash - Butternut,4
16JFtGUFSSieD6v3WUT4hhrbJHnfdVLDRd,Anette,Motherwell,2017/12/29,Female,243.33,c923d9e3a43fea8b992f7f7680d2d417,48.8466523,2.2582125,Coffee - Espresso,3
1MhDS9D1t1AGiYcLMQXXr3xGZA6bpnz2VJ,Thekla,Steward,2018/05/06,Female,74.92,e3dafc6fa98b138f2f784aeaec0d1193,14.5030429,121.0524334,"Juice - V8, Tomato",3
1FqnTsgrkrcU2wgz1KaLX6Pwvi6rCi9rCj,Rutger,Crevy,2017/12/28,Male,-8.78,3570df83296d4df2ff62729b4e9b8075,-19.5365508,-40.6258001,Tomatoes - Yellow Hot House,2
1C3z61GmxvnpdgsrNTRTiKuqVKsBuLQ4QY,Sigvard,Marney,2018/05/12,Male,-18.84,c2cdb6b69d603424d5ce5a0eb8ff2df5,21.660935,109.207335,Tomato - Tricolor Cherry,5
1AGrNcVk9dCdrvNm3EE4k579XCcMgWkC2K,Gabey,Cesaric,2017/10/06,Female,242.79,f5f14851949ec23f6d6b1eda7e5d2110,15.2338798,-61.3567483,"Cake Circle, Foil, Scallop",5
1NWJPK1XKN5GfgNQ6qKEd2XaY4LxuFCbCD,Hakim,Nisen,2018/03/26,Male,109.76,9e1bc29c45125f7a29a3d096f482ad1b,58.3947207,49.0525711,"Soup - Cream Of Broccoli, Dry",4
12cMaTyP9QuFVFBu4dRH36YVFeEqH8fd1q,Lea,Abbie,2017/06/02,Female,197.79,1299ffb5118145addce931ed45847ec9,37.1091948,69.9193004,Roe - Flying Fish,5
158ruNqqAhRqPy8mymKKZnbS3T4STngET4,Malva,Scholl,2017/09/25,Female,58.24,d6fa8062533586fb1634e014cc30fe9b,8.5974312,-80.1791368,Bread - Italian Corn Meal Poly,1
1LVyCRzVME1ECUBtMEXbrnmrqBwpeLzwkL,Shane,Kubu,2018/06/27,Female,-77.42,ff51bafb7785b3af5a1baa45aef7c91e,39.3525635,21.7513868,Squash - Acorn,3
1CgT962eJSHfrAQFSYGKFDid6C1RMp5Uub,Caroline,Gibbs,2017/11/20,Female,-33.39,ab1516b2a1dd34de9bd09784895968a2,22.3363608,103.8437852,Soup - Chicken And Wild Rice,4
1G7bqVFxEwNXFMudo6mXMRhYFDGWzcnsVZ,Steffen,Mudge,2017/09/08,Male,209.0,affa7e8d51405c41907327c7b6dc5003,32.765421,-96.7413706,Cream - 10%,2
1Az8nuWxVUa48GeDjWyxuB3aWJ4RZ3ADGm,Leontine,Carnduff,2017/10/30,Female,92.34,a7db54044d1900d7c3b625ac886a707e,38.6732759,-9.2330331,Apples - Spartan,4
13eSYf7Y4EMtj6yUHAGTxtx1KFkDXGbYNV,Esme,Don,2017/03/03,Female,-24.86,31d0df980a04b61d5fa6783a6ff4a470,-25.4372113,-55.093449,"Butter - Salted, Micro",3
1WA9TQMBAFp7sjEUiSSNjg9EhJ5CdvZQk,Geoffry,McSaul,2017/01/20,Male,183.36,c9a5ec34f29cbbbfaf6bdfbd5c2d475c,33.918534,8.1229329,Scrubbie - Scotchbrite Hand Pad,2
14YqcVNkpjxyQfGfVwyi7tvS2vAciX9MoS,Cynthy,Scay,2017/10/22,Female,22.47,8f551d5a18484ecd8c267cc0a4fb5810,28.229271,120.997332,Lamb - Sausage Casings,4
1NEuPejZPkkfeJejfcmMss4qAt3s613b51,Shirley,Oade,2018/03/18,Female,33.78,4ec008f8da72a08d1fbbfbb87dbf2a9d,14.5874782,-88.5831026,Pumpkin - Seed,5
1HsMNdKujbMfEMkUeNeEFB3SpHLx983tQG,Elia,Champley,2017/08/09,Male,64.99,ac562768287ae600a31b7c55310f3b66,60.0456385,30.3403569,"Coconut - Creamed, Pure",2
1Bgj2CLwGM3tpVTvneWNN5ERb7CrCMXWFQ,Hugues,O'Corrin,2017/06/16,Male,37.88,2bb58eda12dc8171b5730e9b0d5f6d9e,41.0390875,-8.5746201,"Wine - Magnotta, Merlot Sr Vqa",5
1A1nVpmCrNF1Xs33S2gR5w9mE9LBTBcXc7,Mina,Hallyburton,2017/04/19,Female,84.83,f9a5f0a75d3150e328ddbdd84200e11b,49.9800949,19.234704,Wine - Magnotta - Cab Sauv,1
1MWhZJByxpWhro6xT8Kc3xvSAdQUWsA1g4,Barnaby,Petyanin,2018/01/16,Male,106.4,3668ca030eca14be2ac822f30e508d7e,30.0413257,31.2046714,Lettuce - Radicchio,5
18wx2c18LGNLGoL3UMvExj3zT142wUULZu,Samson,Crose,2017/10/07,Male,92.51,f7482b5068907d66f33efc29cf7e7b56,19.782027,-99.0598732,Thyme - Dried,4
13R2itpyD8MSKCPaLMikwBXoea43y2XNum,Aurore,Burds,2017/09/03,Female,-54.67,90d2ac3da55908a46f1a8a63f7e9695b,32.047243,44.3709408,"Mushroom - Enoki, Dry",1
14D4KU5kbWZMk3GZR2iahYoxJeBxm1qKoM,Aprilette,Cordner,2018/02/22,Female,284.7,a178fd51ffd1e19305d04c69efbff292,-7.4043939,-35.5876697,Mcgillicuddy Vanilla Schnap,5
1AMo5oCZ8BdRkJudPpGjNSMFBTVYvNpuYy,Barbara,Meritt,2017/08/10,Female,189.63,038a916788550207f989e1ace5719e06,22.775792,108.317902,Flour - All Purpose,1
1Hbx2uKDjqjJEZ8GgNUCzxKSngraWEPL53,Kristina,Moverley,2017/02/14,Female,115.66,c867e8c99eae6847005a28db13cf10f1,45.2697992,38.148163,Dried Cranberries,3
17M6ym8oM3v4JFDmm67Ket4Q6fFZg4sbQs,Pippy,Hatch,2017/04/14,Female,49.38,577e448d4227f980f2625ea350e3ee71,11.4967991,122.6946707,Shiratamako - Rice Flour,2
1Ls5PWJzBxcHJJ2gTy4cbK7PVuAHPWfJYu,Bren,Lakenden,2017/09/17,Male,62.2,501566a3e3283aaa84f9511fbad92e74,5.6972693,7.0605998,Sun - Dried Tomatoes,3
1BBcP15XrqMnPFTpXcVPBG8YK7fnRLQQg8,Lissy,Stockau,2017/09/08,Female,75.88,847d720d38a8c43bcf9af1da6e02ef71,53.2874153,-6.3660863,Sausage - Chorizo,3
16SaAS87VvHNukVjRvejtcNYpBjCZMDyhn,Kelsi,Blaszczynski,2017/06/03,Female,143.79,6f4afbb7b0fa07c4e157a690685b1980,40.6875315,22.8426988,Beans - Fine,4
1BJTQNcpX2KiL95Wt2vf1RcgHYNBNmDBu6,Humfrey,Lumsdon,2018/06/24,Male,11.12,37b00ba27ae70be2a43ceb968d81b0c0,31.2823103,121.5045889,Table Cloth 144x90 White,2
14ipvDvH4iB9dx7UVg8fzqBRvuKyuZcUeh,Theresina,Woodall,2017/07/26,Female,216.92,f7fa7e6cfe3a34762e10410c6d830041,41.3360854,47.1318069,Pie Filling - Pumpkin,5
122spA24ZpxF8TBFLqSemP4xrjpdz9hoDW,Terrell,Stapleton,2017/06/10,Male,-4.16,2f52d8d9acdf4f357d771e43d8a9a493,22.254836,113.467503,"Cheese - Romano, Grated",2
19GT1gBQFqu7gQTYhdt8rbL4TXVgQftFNK,Tabatha,Alldis,2017/04/24,Female,77.38,7f00eaa027dca5658eaa190ecb51c5dc,48.5393826,135.0394338,"Vinegar - Balsamic, White",4
1HR7FTRJsVsvBPFnewXndZWDTdZa4txQSL,Tallou,Kordt,2017/06/11,Female,128.4,4926817df9a05672333da0c32b1dd98a,30.070453,115.944218,Dehydrated Kelp Kombo,2
1DEJVMRXP8G4jXcjkezJ6KqRyjQ5GRz6Ut,Marline,Tomovic,2018/02/04,Female,43.56,d8d880f5fe995a965cead23b3453edc0,43.9705397,19.5649108,"Veal - Round, Eye Of",4
16nHqAJFngHMYPSGXhxFFDXq58s6sRchCc,Normy,Dellar,2018/05/18,Male,144.28,81b9ccd9e505fe45560920f18c7e1a85,48.1164447,-1.7128603,Piping Jelly - All Colours,1
1GpaPF24sFWEVXhTTqYym57ngJ9QD4hqzB,Corrianne,Balogh,2017/12/23,Female,190.11,624ec78b4fb00a56db6ffe91c9fa6154,37.4467354,25.3288845,Wine - Cave Springs Dry Riesling,3
12FXtyg4GPVsyG88s5Wa5Vst3GcfqkfLVa,Pippy,Risman,2017/07/09,Female,51.55,11d9cdf2b8deae7feefc24c5f1c8782f,47.0163969,-68.1430029,Pate - Peppercorn,3
1KfnJfVWpyyyxfaUqrMpEkiGzeXGikeDWg,Leonard,O'Halloran,2017/12/12,Male,129.14,f43251e790fb8f342fb8cb3ba651f020,34.2869441,-4.6605581,Wine - Montecillo Rioja Crianza,2
1FDWqikJ97B5QJMAgPr6j6QGpCVnYNqj3,Sebastien,Quainton,2017/05/16,Male,163.36,fbb9a5cb9eb55cab6d825361a9a8bada,-7.783297,110.363649,Puff Pastry - Sheets,5
15d1Ekc2iPy6nzMXNXr6F3FbfQYmGSkDLt,Rubia,Cappineer,2017/10/24,Female,73.91,b53a2f7fb4e733cee49aebf0ee69a579,35.761829,115.029215,Black Currants,3
1NbVs4fMMpPFtBUwPGLocnnS233NDzi5kL,Kermie,Oglevie,2017/11/20,Male,120.02,9bdc82a1abe8cb65e1182bc16bc87a8b,-11.268661,-37.43854,Bread - Olive Dinner Roll,2
15Bb1iTHFe1K3u1W8FdjcoZtzG9NuJySuk,Mommy,Garmans,2018/03/18,Female,87.42,735fb5c49e06fd32907095f3abc1a8f5,25.4427709,68.3004492,Crackers - Graham,4
16iN1dGreF1Pyh1pESs8Mq2A6geGk4zwzZ,Alissa,St Ange,2017/11/09,Female,-34.59,2c6fd6857ad1fbf038e84dc792ba6404,-5.75,-77.9,Sugar - Monocystal / Rock,3
15T93hzE1GqytjkfBmqYFHLonX34VGawK8,Chucho,Whitticks,2018/07/01,Male,202.89,ca4846c221677f96799641eaa41f1533,12.6679167,123.9881642,Flour Dark Rye,5
1GzczKx2khbLY6jzr5hv7fmXeA5j9y8c8Z,Dalis,Lauderdale,2017/01/13,Male,193.41,d932c6815b3cdfa0a99cfd02e3a363aa,32.187123,34.823124,Eggplant Oriental,1
1F5X4C1y13aJqk9tHRFThohYPaJzjuQjZj,Sheila-kathryn,McPhelimey,2017/04/13,Female,-6.23,639f8dc9c77ee915c7f34d76f8bfc1bb,-26.5090889,17.1514061,Jolt Cola - Red Eye,5
1NaeqNHfhkwXQaXg8xQWG5XcUvGDUK9KA7,Bethina,Duddle,2018/03/04,Female,4.84,d788697c636c47df548234e97440c041,32.601214,119.17604,"Mushroom - Shitake, Fresh",3
1Q3b6sKHb6dtz47saA2TC8sayaJg65rqSz,Laura,Wyse,2017/09/06,Female,102.77,5635f215fb25acdb417e48789764c81d,2.8197885,101.9975866,Bread - Rosemary Focaccia,4
1i3ehH95uZ8aAX5Qspd9h6uh1VDhp9WcW,Othella,Turmell,2017/06/06,Female,127.11,eeb1a48ed8c043ba0b317d7b53c5a1d8,-10.0231658,-76.6809744,Cheese - Asiago,4
19KEWmkTWN13DzuGUCwFBCc7NpbwVjb4Pv,Maude,Parmby,2018/01/05,Female,-20.15,6ebf0dac4a78397011563b9c98f78036,-21.9111483,-56.4719928,Coffee Beans - Chocolate,5
1Aey4EdCkKezw9wnWXJoWfxM1Sgk2xqjga,Maurine,Croser,2017/06/17,Female,56.08,f0f4346e0d28fa8612852a7123a5b00e,59.843765,10.7798142,General Purpose Trigger,3
12cFfkpCc9s8okQxW2aweW5C9FJekP6S8c,Janey,Bruna,2018/06/17,Female,27.64,368ebeb7b25c12360c5a37f3d5d9b8f6,47.4701444,84.8752996,Muffin - Mix - Strawberry Rhubarb,5
1H1xiFVfUqQUY51QaeKxdy3Y7aE12JZXz5,Kevon,Allan,2017/05/15,Male,160.16,3664e961caa0565072a54fc9a22836cf,48.830394,2.2372823,Pastry - Butterscotch Baked,5
1Jr67Vxg3aEMEM7ZFXrAHsn4V6sjcWpyfr,Kissiah,Rollinshaw,2017/01/02,Female,140.94,ffbfa22757aebb6fba8f41f321153fd1,-6.9592677,-79.2420766,Wine - Baron De Rothschild,5
1NMQ5uTZmpJhR2vpysaywVKGhgKpNodTXp,Florenza,Gutch,2017/03/30,Female,-19.27,046ff8f8b71f9629016eea94d910c925,-6.7235696,111.1436581,Flounder - Fresh,5
15WsxTjU19Qes4csBmQQcKcWt3zxWXaQFX,Caterina,Ryding,2017/12/13,Female,146.96,4dc84288893aaf216856172de7288594,39.2470722,55.5191857,Flour - Pastry,3
1KjpsDSvmyBV4CWd2HhLjRaCxRkRWLMd45,Hildegaard,Slader,2017/08/14,Female,71.64,d778cafaa78638dee3a6e004c20dd26c,-1.7879521,-79.2873953,Saskatoon Berries - Frozen,1
131et6jj3NSHrVVNFXCk5vcoZeiTjQGx7E,Brandais,Delmonti,2017/01/13,Female,-20.36,7fa37a78dcf26be07393c60b8eec75fe,0.4864487,32.4764443,Wine - Merlot Vina Carmen,5
1EoTaF8fXJyYy1tomwN8vuYHqPoqyBWcic,Tawnya,Sirey,2017/04/21,Female,-74.27,92870656c7540fd9895c196edef66df2,14.6701,121.108226,"Nut - Hazelnut, Ground, Natural",2
12U9Mc6vjNS7PaXLrLoG8HyBvrMNwwFyQZ,Frans,Wyburn,2017/08/26,Male,120.73,60bb28a215c18d8c0a7cfa228b7e2bd3,30.3220554,73.1302301,General Purpose Trigger,4
19DiX335Vfx7XPVLeEtEvJbMfsK6KSgZRY,Pierrette,Tomaszewski,2018/04/29,Female,19.02,af0b80c3f547c83a7506844645e9b25a,3.3570113,106.3316629,Cheese - Comte,3
1AcExwMBu44hpU3p87zzHHrSMeM66CzcnT,Penelopa,Campos,2017/10/10,Female,87.83,524b488991cf7c3f39f8d58f7958cc5f,32.016539,35.068807,Mousse - Passion Fruit,4
18ddJuezEbhQpfZ8FbMakqtGQGAY7SfLcs,Veronika,Lemmon,2017/06/13,Female,18.47,5cc909db45be665ae074140793d43572,56.5023602,60.8150629,Rum - Mount Gay Eclipes,5
1ApkMGJeoPuTtic2bkNvRK1WzJvJDU6VK3,Nanice,Hartgill,2017/09/16,Female,160.54,2e683bbde5862154a3b2f2cf2d9eb6a2,50.7842082,-2.0098528,Potatoes - Parissienne,1
1N2no2gR6mdAxJkydhbwJAhTbkWqQMQB6C,Berky,Anten,2018/03/12,Male,107.28,ce385ea68fbc86e9ce2da9e80cc025e9,52.4506032,19.6362734,Wine - Zinfandel California 2002,1
1LKSx14XngbvK1F1WncEn3tuhkYWqEsS8b,Emyle,Regglar,2017/10/18,Female,211.13,1b89bde41f17e2aa77ed19fed1499a01,46.803197,61.6639055,Flower - Commercial Spider,4
16TTkrPwFg74CtoTXK3TtfLi6UD1e2xZRZ,Ambur,Gambie,2017/02/28,Female,188.21,f430a5768693398d9ef783c208c98448,51.718833,19.1490758,Raspberries - Fresh,5
14xygJLCPN6hFvJr6sVumgF4etvgyCjH4s,Gabie,Paybody,2017/06/07,Male,121.92,8a9d47859ca246a8f0caad5f6d4062b4,60.5686508,26.4733066,Initation Crab Meat,4
1K8ErhDFB7s8gBna4vTAMivWhdAEiBxgMv,Anna-diana,Avraam,2018/02/11,Female,-3.59,f88855986521252d0fab2b1aa58a6c18,50.063355,18.4336557,Sobe - Cranberry Grapefruit,3
15jpFhaYZABYii9PcjBjyXmp6jjtX3oq3g,Tris,Thyer,2017/11/25,Male,144.1,3c2e8bcb1a3286c4ef53435623f7d366,16.3852649,120.6171345,Appetizer - Sausage Rolls,2
1CadwV11MEjdUc7AXr4cfbegCQfwseQb68,Poul,Forte,2017/11/14,Male,98.38,f361bb2136d75c1f7105ac143248b465,21.547821,107.971826,Arrowroot,5
1NBC1LMGCgXJm1czAmwpZxkstzATgoxd4,Ernaline,Mowne,2018/01/05,Female,141.97,8bed8de0f99117eed8ce098ea76d4ca3,9.9817261,122.5356326,Apple - Macintosh,3
148uFv18Fkeb1YAi5dKxraqbvxR2pX2cDZ,Mariejeanne,De Filippi,2017/02/07,Female,59.05,68f1419285fa0877e08502dfdc787b8a,41.4023768,-8.3684974,"Cake Circle, Foil, Scallop",5
18LgGwEmjgeN9mrVtftg7gmNpm8qDYDi48,Cecily,Petzolt,2017/03/03,Female,-25.76,2e2820f4973f5232a3e4082145484ec0,30.9457638,121.4371451,Lettuce - Boston Bib - Organic,3
1EFre71x4Xt8QGL3x6YfEjt3kWrEVLh4Sg,Melisa,Plan,2017/06/16,Female,54.15,052c24783ee9ec167994cea26795bce9,-8.0095874,111.913497,Wine - Lou Black Shiraz,4
16cLjgsZfXspn8zok6QLCu3fWGvH5W9LtS,Nomi,Mallows,2018/04/03,Female,55.41,5475ed3d0feaa586b478946909efee7f,14.3213796,121.0737995,Rhubarb,1
175dJvFM44bexRD9hSh971jTKNQfYnA7Ha,Merrie,Rabier,2017/09/04,Female,27.85,b16bd2316e2af216684235cb7cff4b6b,33.613239,-4.191742,Canadian Emmenthal,5
142PkAc2g5DpU17QtxA4QuWerpVReBSWab,Odo,Hanwright,2018/03/13,Male,70.55,e29d2eff6a6580d5cee153486036e6aa,58.7113992,50.1706415,Chocolate Bar - Coffee Crisp,2
15WfPbiuMKyRrZQ3GEBBVTsZGsTR7nr6Cq,Gilemette,Bresner,2017/04/04,Female,140.52,6ab624eb4742cbdb533ed70aba1db79f,7.6988579,-72.3607108,Gelatine Leaves - Bulk,2
18GC3xKMd6KPe8xeyprKA1o7XRBSJDGfUV,Doug,Crean,2018/01/13,Male,143.0,00a9dd82958323cf422a5040dbeacfe6,22.122658,112.814502,Grouper - Fresh,4
12hK1hj5s5Mn5VcTkqoapHHKfTQk5WdnGK,Addie,Quant,2017/07/03,Male,129.09,0208938751820e075babeae8d1760921,-10.0396,120.754,Wine - Alsace Riesling Reserve,5
1Ec5c7WRGD7FzgtBHeLFbPq7RF52ANPmi1,Edward,McCracken,2017/07/05,Male,135.18,904daf1c078e3572c04da629a0de8a1b,45.950582,128.043465,Soup Campbells Mexicali Tortilla,5
17a2sEa6xN7rXhrWYLaK3KRMmqXFVn4YnM,Ailyn,Loomis,2018/02/01,Female,116.16,6d35e1f0dfea166994c16ce498ccfbff,32.200197,118.41697,Beer - Sleemans Cream Ale,4
18Syrm5GWfbU5ZJxzb7QpQLPekpainwg6b,Gardner,Fullegar,2017/09/10,Male,16.36,61bbe68cac002cb1281447bc256bb052,24.1477358,120.6736482,Cheese - Bocconcini,1
17dpXpjQtiqHwzTWu4e9vRkK7Lq3SG6aJf,Jazmin,Timothy,2018/06/12,Female,167.01,8d260621c4d910ba6a2b2f7673ae88f2,37.8744535,44.9801966,"Sole - Dover, Whole, Fresh",3
149c98T7c3xK4YJZxfab8UxiVpUEGneanB,Carine,Blaby,2017/09/10,Female,112.01,0ac1dbbaf1ef50c082f27f8d904fa113,49.8156816,18.8067375,"Pepper - Paprika, Spanish",1
1BurbuQbQ2CMSaUn6dsEkJpU4ekMQzqtca,Rodger,Leftley,2017/06/14,Male,-66.91,5c22cc1dee31a15deb63463bb92978cf,20.7491091,106.3699271,Icecream - Dstk Cml And Fdg,1
1MvZfg1rx7K6FkN6Nm262ZnNe8WorZYXtG,Corabel,Klezmski,2017/11/02,Female,41.36,a5fd2f6aff0684b1ac792429d22b6bb4,38.277028,109.720309,"Pork - Bacon,back Peameal",1
1N6GG1FB8NaFM9G4fKYFX4BmhbbcLWTxVP,Carlee,Mauvin,2018/05/15,Female,102.31,168dd28c04f02f71f66e35064c74592f,40.0678351,44.0788197,Bread - 10 Grain Parisian,2
17qsDDwm2JLkKGfMZzb6cGxPU83fKoJHk5,Felipa,Gerrell,2017/12/20,Female,-20.15,82923dff2740450da033b93d9bd9e214,49.5177049,21.1767387,Scallops - U - 10,4
1KqbmTbNhMs4dzpZ9CkpcANdLs3XX1AN6e,Danie,Antonin,2017/09/06,Male,181.53,a3edc59c5e12b3d2961d6aea20d72296,-7.7285206,110.7897275,Bread - Italian Corn Meal Poly,2
1GRDLNCznmPpCpNugc2JzhYWq8H2Ab9Csr,Quinton,Malyan,2017/11/17,Male,71.16,e431addf61964fc573c5491c0c89d27c,30.638674,119.680353,"Oil - Shortening,liqud, Fry",2
14PuDe4nT51jKy2KJtMFwD7SSXWYwKWGPr,Costanza,Cacacie,2017/11/13,Female,-66.75,982b39424d8aa3f4a5a8fafd122bfd20,14.3246136,120.8590469,Cabbage Roll,5
1Ds3xwDFRgzPyd3cEFgsja6BfCvoWASQJy,Reggis,Vurley,2017/04/20,Male,149.64,21bda83e459fb0028f188da4695e1f22,59.3138173,14.4937714,Sun - Dried Tomatoes,5
1KrGe7AHCiDGa7Xg7c5CiUqv8u89t5y29z,Germana,Godlee,2018/01/03,Female,59.36,33bc1e8c2ce8e10db1b55452d6bf02fb,57.2952246,13.5655522,"Sauce - Black Current, Dry Mix",1
1PVvQEeYpCXwXc8oCSrwpED975hSdmTCiL,Howard,Summergill,2018/01/02,Male,73.75,f32b7973691f6bfff2770098c618b6d6,-21.2245142,48.3464426,"Cup - 6oz, Foam",1
1Lk64R6SEmjevbLWqAQ5H6sWcRxmAw8YM2,Errick,Honig,2018/06/25,Male,142.53,e8fbafd5c587d68f05dcd9c433b380b7,36.740034,103.26311,Flour - Strong,3
1A3a44qnzFnqXGkd5WChzhza63oBZ9TYei,Vittoria,Batt,2018/01/18,Female,182.26,1cebe1abe87ffe8f024efa228a72a7d9,-6.8063294,107.6363296,Wine - Rubyport,5
1BWjDv78mW5DtbkqZVyqFdmmBiQBKjSzZL,Salomone,Bodill,2017/06/04,Male,95.17,9c33969c117330f9730325bd5a0b192b,15.7790394,-88.0265257,Bread - Corn Muffaleta Onion,5
1HbPMUdvVcgEBhJxkrcUV14R8CXWq4fxZ8,Joelynn,Cruwys,2017/09/15,Female,-11.05,c927422edea9cd6b669c4c1a977ed3e9,39.781583,114.632886,Nestea - Iced Tea,1
13k5ZP6zFuK2qKbm4oukkVr845DKNB4dRn,Hadrian,Gantz,2017/01/04,Male,89.1,41e5cdd29a3fc48b4cbd2a38fb77566f,-6.8217678,111.4067217,"Wine - White, Pinot Grigio",3
1JtN5EipcGcNoSUAEw8AZCoDNHUhA9oBAQ,Whit,Clackson,2018/02/20,Male,82.36,113ac2d975ce5fd5c9c0ed1d77fdb22e,2.7239834,101.9476452,Cabbage Roll,4
1MUBPK4CGW9Sh92vRVjKdafxqexJDFGQUm,Gracia,Lyfe,2018/03/27,Female,237.16,29ab99b558e4fefc8e9ea754a541c249,59.3573116,27.4136645,Pepper - Chilli Seeds Mild,5
1GSkMAxeqpAH3E4JM3YRXYEjni7MxEidFo,Flem,Pithcock,2017/11/27,Male,-18.81,b23fe867d21fdf582375d3f2ce028872,53.2067339,22.166847,Leeks - Large,5
155Sw6E2Pvhcww9gJiF4MMRoA9C95Y4but,Danell,Algy,2017/05/14,Female,131.84,e9f4aa0a51da4a0ff13bb19e84749d11,-8.4955,118.2991,Chocolate Bar - Coffee Crisp,1
1BLmRJjvDhD8qokRMzq5u77ZFTHmx9tVd5,Decca,Asplin,2018/02/01,Male,164.88,a827bcfbd6efcf3e2e0db8d24ef68a53,41.11023,20.0866554,"Brandy - Orange, Mc Guiness",4
127i7eTZBUw5BSKoZzWHHfVahgztH5cZDv,Fidelity,Tune,2017/03/06,Female,193.21,db2f0a6432bfc823bc0c702b5e8a3429,49.9772098,1.6928443,Parasol Pick Stir Stick,3
16jjc9xHQzeCA1dU9qqdPPBqbRwfWdsvQt,Regina,Klaus,2017/08/04,Female,221.38,9e46acbd28eec03a44aeb78bf5349718,17.1238845,-61.8233706,Nougat - Paste / Cream,5
177zptdGTDG7Butj6sJ88dhr786Mi7Wkox,Carin,MacKaig,2018/01/17,Female,37.61,68e440637e6cfdcda5226a26181b9d70,-27.097026,-56.0166377,"Water - Mineral, Carbonated",3
1ENyuCBM5swaYwrLa3dmQ5BKPX8TEq5NPy,Vilma,Lemmon,2017/05/24,Female,84.16,9947ee73c6d19925cf19f6e0b069a474,7.5245233,-76.317414,Clementine,1
1CsQNfDWbgdMPsSYMdbMfdZaHf1vgfjwbk,Greta,Baunton,2017/02/03,Female,124.47,c6d4b6ade6e04258a4d4cd4748798470,-1.259553,104.100502,Roe - White Fish,2
1KCvkRw9Y8UHsxv5TrSB97gXMC3RaxuMHi,Any,Croxford,2018/04/19,Male,175.13,73a7568ed1f5bf53463a6dafe3a06786,6.3336659,1.5281253,Soup - Campbellschix Stew,2
1HFxbVgyHLn6BmWA5ZxHrUmJvYdfexcUGG,Meghann,Buckthought,2017/04/18,Female,105.68,9b5332f54b7552775072f5a96c084197,22.7244454,58.5258173,Mints - Striped Red,1
1AatoGaAwcacJAf1ge1tokwmvojSQq8AqZ,Mannie,Togwell,2017/09/10,Male,-50.53,b41850d0a913242fa99ac10c9269bb58,40.7753311,-73.8726184,Vinegar - Champagne,1
1ADYy5jRRZUkGfzgkZ9Fosu3HRagivBmZd,Aura,Baton,2017/02/03,Female,122.49,ff3298e1a4bf4aeaf2de21ed2f4b6c12,24.979855,109.983076,"Wine - White, Mosel Gold",4
1NDHQ9BYbeE1FpTSB5RiSaN6QPC8Vefex5,Crysta,Rasher,2018/03/05,Female,245.05,4ac362075b7376806806ce71d4192398,34.3193669,8.4074573,Wine - Masi Valpolocell,3
15qeYR5BfASSxXT7WydwjeyD4KC3GPgseD,Werner,Tasseler,2018/06/05,Male,86.87,10d397ae509777d792ce051ebdacacd7,30.638674,119.680353,V8 Pet,4
1J1ND3itDFAGsRi9HJatrAmf96C2p6dpMJ,Muffin,Bernade,2017/06/13,Male,132.98,898b9c9f2b87eb12c0899ea1391835f6,49.2712859,112.4952454,Mustard - Individual Pkg,5
