age,birthday,zip,city
46,12/16/1987,04199,Ceetkof
30,10/19/1973,57818,Jifvoocu
45,12/18/2000,50954,Hizrotufu
25,9/8/1957,95274,Vipsotiz
24,11/6/1991,00444,Jepinne
34,3/2/1998,79507,Kuricogo
30,7/2/1972,76963,Opseme
54,12/26/1955,65765,Letducu
35,3/2/1999,57952,Dofaheked
27,7/26/1988,19793,Nogifof
62,1/20/1970,94262,Tihsagwun
23,4/28/1956,33131,Meburub
19,7/2/1963,12718,Zulopo
48,2/26/1998,38227,Erodiizi
21,1/9/1996,32503,Loljeti
40,12/5/1970,21377,Suzikto
64,11/15/1992,42504,Upiejvu
48,10/29/1974,99719,Tinanal
53,2/5/1970,25717,Wetisobe
47,1/23/1969,22209,Vitise
62,7/10/1956,16172,Jamwarjim
35,3/31/1993,05517,Zutopjog
35,8/8/1996,28539,Itiwetsif
42,2/18/1975,92770,Tontafiji
26,12/10/2000,86125,Ewnehup
20,9/1/1968,89871,Touwihib
29,10/19/1963,58647,Hoicgac
28,12/13/1961,87078,Ikhoba
30,7/30/1996,08050,Gistuwu
40,3/24/1970,32984,Ebumuzdi
26,3/25/2000,31304,Berdivkot
35,6/2/1969,00442,Sekeric
39,2/26/1987,41923,Huvhasom
24,9/10/1991,00208,Hubato
47,6/20/1954,98176,Iduesofac
21,2/14/1991,03886,Mafbuwzub
46,5/27/1956,19810,Vidowemu
26,3/2/1963,04141,Pekdanu
36,12/22/1980,67984,Bogadke
42,3/20/2000,00032,Voajamef
31,12/1/1978,93362,Carrogug
29,8/7/1975,00753,Fikvagub
57,9/21/1990,57072,Sevafhan
33,10/12/1989,36953,Kovkuco
32,1/13/1988,78495,Jizoos
56,4/21/1956,11922,Ovnuiwo
62,4/6/1975,10482,Udamakap
55,4/21/1971,05790,Feenojuh
49,5/27/1968,78480,Legewjos
65,2/13/1954,44773,Toggimjiz
29,4/27/1990,11053,Goflusbo
57,5/21/1999,69299,Homfasuci
24,5/3/1955,97596,Soniujo
47,11/17/1977,17394,Ducvucba
32,11/20/1963,22761,Ofujfej
20,3/1/1981,23151,Tomuphu
49,3/24/1988,59190,Pacupuz
39,9/13/1961,72801,Caluraul
21,1/24/1987,01871,Umurcow
49,4/30/1992,08278,Dehlazi
32,9/9/1994,49483,Gifcarug
26,12/19/1989,89666,Ruhzowvoj
28,11/25/1967,43251,Nattocrav
19,8/30/1985,66320,Iponiswi
61,7/3/1973,30865,Jucujme
63,6/20/1954,17671,Fambuuh
39,1/23/1953,59780,Wapatsuh
24,5/27/1973,64648,Kihemhuv
49,10/3/1972,29622,Aziocdaf
27,1/24/1966,85546,Kezisgim
58,7/27/1987,27664,Wutbiwif
48,5/28/1953,27352,Zidejna
40,3/4/1967,14486,Wotadek
31,2/18/1980,46163,Vaezagir
60,1/8/1969,44456,Duzinug
48,11/24/1978,87060,Nakozu
28,7/29/1999,96054,Dirtapep
44,5/2/1970,93943,Cikavjak
61,11/14/1989,15420,Zuvtasihi
29,3/25/1980,75068,Bodegviz
20,1/18/1999,67112,Rihwokadu
20,8/15/1967,20200,Sowgidgo
29,11/13/1963,94463,Vekirzik
41,6/30/1970,56114,Omumadel
19,1/10/1954,80722,Haijujir
38,2/21/1990,82887,Nuposduj
32,1/2/1957,45731,Gacuvko
54,8/24/1993,52086,Cohanit
64,9/4/1970,89934,Dotalvu
30,4/1/1977,94163,Mudduttuh
43,8/30/1998,74953,Sokkasola
52,1/22/1965,76664,Dazohse
32,10/21/1981,82661,Lisufi
24,7/11/1968,56906,Ohuhefce
58,2/12/1964,55776,Avjoaz
44,12/27/1989,28773,Ibjelvot
37,5/5/1983,69059,Beuvowi
58,2/2/1988,37510,Wevmuru
22,4/28/1979,89663,Sacjiga
19,11/28/1992,67792,Ovelabo
50,2/12/1980,80868,Atunepad
61,6/15/1973,43410,Fajnauga
57,10/31/1984,64135,Jawhupuj
62,12/6/1971,20617,Herabuj
50,3/16/1987,48978,Neszeibu
64,3/27/1984,02817,Dinhanene
19,3/1/1967,20251,Nononucu
32,12/27/1961,10576,Cinmuferu
44,10/28/1967,69368,Upuekena
41,2/6/1956,91965,Fucudzi
26,1/2/1974,81372,Vertewguv
63,3/15/1957,83418,Vavrekli
40,9/23/1953,98926,Bevhawjuw
52,6/1/1989,97173,Meloncol
32,1/15/1968,66396,Wiwonedoh
36,6/12/1990,40330,Acelemak
28,1/20/1991,90269,Gikadci
59,2/4/1978,05356,Jeboha
47,6/17/1998,91722,Hajkilu
21,2/5/1978,72637,Sapbihdo
27,2/18/1981,35067,Gupkopub
24,7/23/1976,46046,Risasfot
22,2/18/1961,03170,Wujvaop
48,3/9/1965,95156,Sucacfot
48,2/24/1957,83271,Ukimero
32,7/24/1977,79478,Racornih
41,1/22/1996,30363,Fibijted
22,9/30/1996,99319,Diharuah
34,1/16/1987,57981,Ufoguruw
41,10/3/1978,64538,Pipzacu
42,7/29/2000,98788,Kahlekzek
32,7/11/1973,95954,Nirlojjos
62,11/30/1984,93618,Aduzodu
53,6/18/1972,86646,Wihbifki
42,3/9/1987,62462,Tiemsaz
25,2/3/1958,92479,Ribrilu
62,4/11/1996,11038,Juditezok
41,1/25/1984,52282,Dipaki
20,1/1/1968,11948,Zipdobsa
54,5/20/1985,60672,Daijiiva
31,6/8/1962,14483,Zilakad
51,6/24/1987,40237,Wusokpin
62,4/6/1997,72920,Hiicco
46,7/9/1994,40889,Mucavzic
30,10/20/1962,87772,Povowih
24,7/8/1990,36764,Zaswozguk
55,12/25/1971,39026,Lapefod
23,10/30/1971,05413,Meodusal
39,6/15/1966,42028,Pukdagog
61,2/5/1953,08127,Nuvhaucu
59,10/20/2000,33991,Ralube
33,10/30/1977,82288,Genorwad
30,2/23/1961,63181,Hepujdu
31,3/3/1994,83218,Ditseobu
61,3/20/1985,94061,Nuvsaesa
31,4/10/1995,57237,Towduni
31,6/21/1967,96270,Vinugib
63,4/15/1977,98281,Ajusieh
45,1/18/1993,83918,Lesakno
41,9/22/1956,11576,Dudufeh
42,6/20/1988,37401,Ajowitim
45,8/1/1977,75997,Zazugub
52,4/29/1999,17606,Faofizug
44,8/28/1992,16669,Bacokce
47,4/16/1992,40080,Kusagwo
60,5/23/1987,69968,Sujorsus
35,9/27/1963,07829,Sosewufa
48,6/7/1976,83122,Ikoebru
57,8/7/1985,38605,Kanuhig
18,6/17/1996,58144,Zumsedkac
29,3/13/1987,27569,Pezbuca
40,2/12/1991,20366,Kogtazmic
64,2/5/1967,31231,Codlitjid
38,3/3/1993,90309,Hotumid
25,3/19/1975,08870,Ufwici
47,4/27/1962,25433,Nofkavap
56,5/6/1991,53871,Obuwadugo
33,4/18/1967,42436,Nipfude
50,11/28/1968,32302,Bupmopbe
57,9/27/1965,60680,Daroloz
45,2/2/1982,05571,Wouncow
57,10/16/1992,47645,Ubnona
54,4/14/1980,14378,Majtube
57,11/1/1970,79591,Kagbiet
41,4/23/1973,58213,Elcesca
63,8/3/1958,15117,Pusrapegi
45,6/15/1964,58014,Vegaziko
26,1/16/1988,98624,Lapuhluf
48,7/30/1964,47512,Kiapzog
35,2/16/1996,40462,Wefufovo
53,6/27/1974,41298,Asatuuhu
57,6/12/1987,23722,Awsacol
23,7/28/1953,24942,Varfaofa
24,5/12/1972,48507,Ipugacco
56,2/18/1967,29343,Boknezu
48,2/9/1976,39006,Bigirzu
48,3/18/1979,82329,Buvlizuh
20,8/8/1972,46211,Noufiin
42,6/29/1966,15513,Zijepoho
38,6/27/1987,47786,Bujulceh
48,8/10/1974,98666,Ulfudup
54,2/5/1964,69832,Zehipic
29,8/29/1983,37074,Sihfiza
63,7/8/1961,91632,Pijathu
42,10/9/1975,47029,Izcukse
55,2/21/1973,45571,Revate
53,2/6/1985,63405,Ceccode
51,5/2/2000,72862,Nokikhe
54,1/15/1980,28877,Fekfafbu
64,9/16/2000,01925,Sevmijem
42,2/1/1964,10068,Gusogiwaw
22,9/11/1966,21844,Caagti
30,1/13/1991,35211,Zuwemfik
36,5/11/1967,39606,Livazu
59,2/1/1991,77653,Ifvomli
45,8/17/1989,70711,Ucjodsu
35,8/19/1963,79159,Gifhajla
30,8/2/1975,78412,Kugosudo
54,4/8/1981,36652,Honiswez
54,1/7/1958,05359,Ifasotnec
19,4/24/1981,70992,Culopipo
65,1/13/1986,95078,Jizwuwvi
19,10/25/1975,37022,Usigjaf
19,4/20/1997,97638,Relutwab
40,12/22/1996,51643,Ofcali
45,4/11/1989,32443,Ibicoka
33,10/23/1958,60419,Gobunep
40,7/27/1982,21246,Jotiot
45,10/3/1974,52262,Motatnoj
36,9/4/1973,60866,Mozbiho
20,6/25/1955,71053,Misheig
54,1/22/1987,51803,Rinfawfe
52,5/30/1995,48477,Vocicdo
57,9/14/1963,44180,Omzevi
18,12/6/1967,40158,Unajavek
47,3/10/1988,27473,Morogbi
33,2/19/1961,64725,Ipiutoja
49,7/14/1991,66595,Jawvufgid
36,1/19/1985,40384,Fancunu
54,10/24/1980,85926,Vigotil
20,9/24/1967,17372,Hidewov
45,3/24/1968,23783,Jiavafew
33,8/16/1973,73812,Otuvogor
24,6/3/1953,94243,Atjowuw
61,7/19/1975,61519,Bamekov
39,1/29/2000,23469,Kisize
33,6/30/1986,10720,Beumci
47,12/16/1955,25260,Ufkuba
47,9/22/1975,10901,Holbaav
34,11/19/1991,32719,Weurahar
53,3/28/1970,04520,Daorwe
62,10/18/1975,41388,Ruokokim
38,6/22/1992,89499,Itijissit
39,9/1/1988,25998,Ofakjil
40,6/14/1988,87536,Likjibpef
42,3/14/1962,58989,Casceve
28,10/27/1957,76542,Nupacguw
25,4/13/1982,85692,Odaintop
60,10/12/1957,13264,Hejisim
29,9/22/1988,18912,Lagmuufa
21,1/4/1962,37045,Zuwsevo
33,9/22/1963,44456,Agvere
52,8/20/1957,48565,Dotbisab
39,12/27/1954,74536,Dougsu
27,9/11/1975,25346,Borazij
34,3/14/1997,05350,Finazis
36,4/4/1958,18606,Itofugrid
49,11/15/1997,86878,Gumiric
34,6/30/1962,31512,Vozibov
54,4/16/1968,07653,Apemilu
45,6/11/1964,43073,Acpozah
41,8/4/1966,12298,Vifojoko
63,7/4/1976,88171,Ciduncu
58,10/10/1956,95346,Ovibujreb
60,7/21/1955,18651,Limacor
45,5/29/1957,06590,Rodekel
27,8/20/1967,69908,Fucambe
55,6/21/1998,91123,Hukucu
36,11/16/1959,77905,Rooksi
36,8/17/1990,98591,Mosfihem
27,6/8/1974,43347,Silabiw
18,8/31/1987,13289,Pelfowo
53,5/7/1988,64437,Kikimjaj
29,8/24/1996,75369,Zowuzin
37,7/28/1956,90248,Fefium
64,9/12/1979,12313,Ginuwzo
60,10/28/1999,88935,Kuusme
27,7/6/1966,64415,Duvmelec
53,7/18/1962,33179,Vupizkuz
40,6/18/1996,86929,Tekobin
51,5/11/1961,76824,Hofawihu
62,3/26/1958,58134,Rasvehus
33,12/29/1977,29128,Waczeniv
60,10/20/1981,40858,Gouluzon
41,9/8/1959,58948,Depidem
50,6/20/1984,62188,Udjetvav
25,3/8/1955,81037,Juinet
27,11/22/1970,58919,Seakuni
20,7/7/1988,96862,Ekevohva
49,5/6/1968,13827,Wohitla
26,6/4/1984,75093,Wowogpur
49,9/16/1978,09237,Diuhopa
18,8/27/1963,55448,Kaedate
61,10/4/1998,62483,Jolunefi
36,2/15/1981,49203,Aremicfo
64,5/20/1977,94258,Ritgejnor
58,6/13/1958,92663,Ugzebaj
23,11/16/1986,50684,Domudum
58,12/13/1975,75762,Erahagje
42,1/27/1957,68446,Ekimopbi
19,8/4/1997,24801,Cassosidi
55,7/12/1954,76552,Wizsazlu
53,4/5/1956,78169,Vobalu
32,10/11/1993,03551,Agveij
45,1/23/1994,94203,Evuijpup
34,8/30/1965,46390,Juowton
56,1/1/2000,02025,Otozibav
51,1/8/1988,60497,Gedivife
38,8/5/1999,00131,Omovapa
52,3/6/1963,06493,Rorhezoc
50,12/24/1988,32837,Wafead
64,5/24/1984,16884,Humlali
58,7/9/1962,02902,Dujcilaj
38,9/13/1956,12713,Imonaor
42,4/10/1958,71312,Ugimunu
28,5/28/1963,12465,Gopganca
20,12/22/1989,27303,Baszabub
49,5/22/1986,16663,Tamica
39,7/28/1962,25766,Subunebi
31,1/21/1972,10306,Solarunu
52,4/29/1959,25936,Inebiaz
63,4/23/1984,30387,Unugagji
27,6/23/1984,40209,Sisenzo
52,8/27/1990,68854,Jemerivor
59,5/22/1958,69838,Dubgocgit
20,10/28/1959,76301,Nesracbow
59,3/3/1983,34115,Tuvsaam
62,2/24/1985,95054,Jacocpum
60,10/12/1964,60185,Tavabaku
64,3/5/1997,09737,Rekvedge
31,8/2/1967,48901,Uzuaseeri
19,10/17/1966,21173,Kikzuteto
62,4/9/1954,78929,Toswica
29,9/21/1989,59942,Rojatim
53,7/6/1989,04303,Nenorew
41,5/28/1954,98981,Pisoluzu
31,11/13/1968,03117,Jasajmu
64,11/18/1957,68445,Zimujan
29,6/20/1966,37173,Iwacovgev
62,4/9/1979,47967,Cogodidu
19,8/26/1995,47480,Kushumkaf
25,8/28/1956,73939,Jauvtoj
21,8/24/1967,64471,Kupojdu
28,4/2/1975,32459,Teneheini
19,10/20/1973,86168,Hiuroilu
26,3/1/1971,38365,Zicaabi
60,2/15/2000,40926,Octufav
64,2/10/1974,05691,Fakozka
41,8/19/1992,96547,Gojiben
35,3/15/1995,16888,Lemofo
24,12/5/1962,76765,Sefhowuh
65,6/23/1956,41755,Tovezab
62,10/24/1965,71104,Evtupbub
63,9/10/1979,25048,Hodipako
38,12/26/1962,37043,Resieda
63,10/17/2000,03452,Osoivahud
18,4/3/1966,39384,Dodakuw
54,9/19/1960,42018,Uhfowga
30,3/13/1966,76459,Tecitibu
60,4/12/1984,78145,Piwucses
26,10/7/1983,93776,Ahamewjuw
38,10/10/1984,36957,Lizlojub
58,8/8/1998,58677,Eheenepi
29,3/2/1975,02162,Havojpo
50,11/15/1994,09441,Kepdunub
60,6/14/1957,21191,Rekzofo
27,10/19/1985,25104,Nohalowu
61,10/21/1958,66623,Taudhaz
19,10/5/1960,36043,Gomalkad
18,10/20/1994,15549,Pedkebo
40,11/8/1962,53655,Supabuf
37,3/20/1962,08969,Ehotufi
36,8/6/1975,05569,Isuskaf
23,4/8/1969,37339,Mizgedpi
59,10/5/1964,15308,Tazvuri
20,11/17/1960,62634,Femfuom
43,6/27/1989,80161,Ofudupi
23,8/13/1984,03682,Wegopnih
28,2/19/1965,27437,Vutjeme
18,7/4/1998,48380,Ujufemig
20,12/26/1958,78126,Pespulec
43,7/16/1990,88301,Tondigpi
37,11/21/1988,09827,Tiluwi
34,5/14/1977,59993,Wilmuutu
34,10/31/1964,64824,Cobupu
50,2/7/1970,18335,Zimsidse
37,11/22/1976,16210,Logjetit
25,5/30/1991,26383,Epeobida
31,9/21/1988,50815,Ebroza
40,5/22/1958,26431,Gunniwa
18,10/3/1999,99236,Kawescut
35,6/18/1960,80709,Tuimigur
24,5/12/1987,60003,Hucakvem
49,1/18/1983,03785,Musjiraj
25,9/14/2000,67354,Maharad
33,4/30/1999,62877,Ogbavvel
48,8/5/1994,46880,Umdusem
19,2/23/1991,53967,Sevduwcu
23,3/17/1955,49920,Laciztut
39,8/13/1977,79091,Intawjo
27,6/8/1967,61625,Bupogvo
30,6/4/1987,34430,Gegoda
31,9/30/1978,88983,Raefawe
41,12/8/1996,89665,Cuowuzad
63,10/30/1982,57532,Juanocej
58,2/4/1955,20045,Wenuibi
25,12/17/1955,85617,Tibvukwok
57,2/3/1960,50593,Ikozakdo
51,12/7/1987,03629,Cedripe
27,11/13/1971,69457,Jealupe
20,10/10/1965,13937,Gepbowtu
25,3/16/1966,71652,Cabosa
51,12/21/1983,42871,Pavasuij
34,4/12/1980,66645,Wifewbe
64,3/31/1981,06783,Rufmikad
63,11/4/1979,67899,Nileri
51,6/17/1976,61304,Peafeko
20,10/3/1989,12124,Kolwuwat
53,6/18/1982,48232,Kubsohob
39,7/20/1997,10192,Pobsumaz
57,8/17/2000,06111,Wakkuvzeg
28,4/4/1993,89650,Rafjusdak
41,9/29/1992,56255,Butovto
61,3/10/1957,13245,Ganafa
55,4/7/1996,85618,Ovudohov
37,10/19/1991,95312,Otsauk
62,9/17/1968,40903,Bamfuize
56,8/14/1967,90261,Okkercig
46,4/30/1999,77223,Carceuj
58,2/2/1986,83428,Fijusij
58,8/15/2000,96375,Amlubac
47,10/6/1968,38626,Fasirto
46,8/15/1994,50955,Wojooc
47,11/15/1966,84945,Edpeczeh
21,8/13/1959,10593,Wagpejko
35,5/1/1963,12844,Tocbief
51,8/22/1974,19340,Wofdaguza
33,4/7/1960,97437,Bekapza
30,3/7/1981,67370,Ajigpet
43,5/31/1968,38653,Kalronpa
62,11/1/1969,98120,Savekra
28,5/8/1987,23134,Abututwo
28,5/17/1960,87017,Wutunoji
51,10/13/1990,45333,Mirdapfeg
31,10/29/1960,92193,Teowehoh
32,10/7/1997,39227,Elabakes
49,2/2/1966,73520,Iweosav
44,10/9/1978,13908,Pevsajzuf
32,1/6/1983,45833,Motnapi
65,12/24/1959,20590,Ogwigdov
27,10/13/1978,20018,Igtuoju
49,10/13/1961,78895,Juhsepsap
31,10/12/1993,62871,Ithaku
31,3/6/1985,08134,Fufinjuf
52,5/7/1962,18894,Bogonos
45,9/22/2000,08871,Hevodar
40,12/5/1964,94317,Mesomda
29,2/12/1985,99558,Vizrilwa
44,2/9/1963,49001,Sarajenek
48,5/30/1956,16226,Higfagzi
58,1/22/1997,38455,Woskumomi
55,6/17/1958,61091,Fetlobhil
33,6/23/2000,37390,Bikuzin
26,8/31/1974,57447,Lugdecuj
50,11/6/1956,30400,Tovekdap
52,10/26/1955,77723,Wigapiw
55,5/17/1990,57894,Pavuzeji
53,7/20/1995,04535,Koewme
18,2/13/1976,37189,Sibede
50,2/16/1962,59584,Wodkukse
62,7/9/1970,13265,Zudook
39,12/19/1966,72685,Gijrumme
63,2/25/1975,22400,Bupueza
57,10/22/1963,79596,Cicmuipi
40,9/22/1982,96999,Cuwluvze
40,12/25/2000,30139,Ezwezru
19,11/1/1973,74938,Hedimgi
27,1/11/1973,58436,Vadorob
30,12/4/1992,77630,Getsahbi
52,5/3/1998,17884,Tapizal
18,11/2/1973,10299,Kuagpar
49,3/13/1995,07071,Dihgatap
60,12/27/1957,57730,Luketsec
63,6/22/1963,84359,Ifdofum
50,7/2/1981,27161,Sevrajwop
50,6/22/1994,74874,Bahibduw
53,3/14/1971,28769,Jugjajuni
62,9/13/1995,19469,Amizuodi
29,11/18/1980,88680,Pespugaku
49,12/23/1983,92882,Rusiher
65,7/3/1977,99900,Dopijooko
35,4/17/1976,05079,Hoazev
60,8/25/1958,83586,Heizriw
34,8/6/1967,01921,Uzuhozis
40,8/24/1956,81385,Jehilfe
47,6/8/1977,79907,Berahza
64,7/14/1959,90005,Gunicuul
32,3/27/1994,92828,Ancadmub
33,1/12/1959,09156,Mehgopi
40,8/2/1975,50335,Obubeka
34,8/12/1979,06334,Sicanrif
55,1/21/1961,29262,Felegohu
36,7/1/1958,40756,Rovnunod
36,1/31/1966,39079,Revdozna
58,6/14/1990,68519,Pidakle
57,3/1/1956,57281,Ubuullu
47,7/12/1978,65346,Veceew
20,7/27/1973,31623,Hezeize
24,5/19/1974,78460,Rugivva
27,9/29/1993,12331,Hohufom
37,4/7/1980,81523,Sijugja
55,7/6/1994,70505,Odijavbol
42,10/28/1981,05613,Kohikil
26,8/7/1973,13184,Dangibe
56,4/6/1974,89217,Felgesa
44,12/3/1954,72929,Ulerukpo
29,2/27/1954,66982,Pebikes
59,8/23/1968,54522,Bogampiw
41,9/28/1991,44741,Ipibulge
35,6/7/1995,07031,Guuniris
62,10/6/1971,28805,Hirrulhur
52,1/1/1957,54057,Banuoga
38,11/3/1976,85182,Nitvacet
32,2/25/1957,79235,Iguuran
22,1/8/1985,56177,Nunevje
41,6/4/1993,29465,Cafahej
46,12/24/1954,33267,Vakicvej
57,10/23/1996,09043,Tenbuhpe
32,4/11/1980,91985,Duhrevabi
48,3/2/1958,77430,Vauzna
35,7/11/1960,94830,Arulioga
32,7/16/1971,32837,Mokozniw
25,8/24/1966,50733,Puvakuke
30,12/18/1981,24183,Cawneoja
19,11/30/1970,68043,Figeko
53,4/5/1997,60711,Hophenu
52,6/7/1974,54148,Dorififu
53,6/4/1971,30400,Unuzifog
18,9/24/1986,26310,Igusouz
51,3/21/1983,19384,Kanilju
29,12/5/1956,80142,Piarcu
46,11/23/1993,04387,Urucido
25,12/4/1970,51681,Ohenugba
55,4/5/1993,72304,Hotuhow
54,12/25/1962,27925,Uwovune
46,1/5/2000,69599,Afsende
39,9/3/1996,76289,Kitoffu
51,12/30/1954,40585,Kervuco
46,4/27/1986,75488,Derepu
39,6/27/1962,92947,Dusagje
23,10/26/1975,59798,Wilijubid
30,3/8/1970,56821,Hazome
50,11/25/1985,72806,Hotcitwo
31,12/15/1973,46520,Vitezap
28,7/1/1993,57529,Hiuzlom
24,2/7/1982,45610,Muluce
44,11/27/1983,34273,Jueczo
50,10/18/1962,95956,Soentoj
65,3/26/1957,37751,Noubido
20,11/29/1974,09554,Jajsujsaf
25,4/16/1966,50705,Vevdugfo
36,11/7/1998,30585,Zefrozuvo
46,11/12/1971,34788,Egupijoje
22,7/22/1983,91693,Zapomop
32,6/2/1975,87590,Wagumseh
23,10/3/1994,10197,Apeloana
58,11/20/1959,19345,Goccuggis
44,7/1/1955,98875,Imjurwob
43,8/29/1957,23718,Ufirafov
55,8/21/1997,25684,Ojviiwi
36,8/4/1965,38595,Utilomi
25,7/8/1963,98891,Kazmozjaw
58,10/11/1997,00448,Foipdim
52,7/27/1998,53518,Horvufho
26,3/23/1963,25150,Apejuvzi
38,2/14/1967,62453,Piceol
23,10/16/1973,17137,Dabiptu
43,2/2/1957,59958,Ubihpe
37,8/25/1981,71561,Wetavi
50,10/28/1954,01178,Rovcajbal
57,9/6/1963,88962,Wuvafuf
41,5/25/1997,43044,Foviveutu
31,9/25/1953,56060,Iltikaci
65,7/9/1996,69750,Mesopni
30,10/16/1999,25476,Raubenu
19,5/6/1986,77315,Bujnehobo
59,1/3/1978,43833,Vasmasvun
36,9/7/1995,78006,Orehande
59,10/5/1976,55928,Tivoheos
27,6/13/1982,73654,Eloweli
38,6/16/1963,11411,Werbuda
43,10/29/1984,59893,Koworuk
23,7/2/1987,36925,Letjorce
39,1/28/1966,56037,Fasumpov
59,3/22/1992,66614,Leucewuj
20,10/1/1984,28851,Poziriki
24,1/2/1977,17427,Okjifata
40,6/14/1994,20989,Vofaghi
31,9/25/1972,53576,Gucgewvan
29,6/19/1971,25835,Kigepli
50,4/14/1953,45640,Fasivdi
45,2/20/1991,93658,Atotose
36,8/8/1990,91256,Vasefal
62,8/26/1985,66178,Zideihi
59,8/31/1981,84758,Kohesus
48,7/8/1997,02943,Miadwu
50,3/8/1989,66348,Sokovruz
52,8/14/1978,74453,Ucamazpug
32,10/12/1984,13468,Ruhugas
49,9/29/1966,25771,Ejicewde
23,3/21/1984,63710,Locefi
56,3/26/1966,59920,Wuhipfet
52,8/22/1995,08357,Wuhecon
27,12/31/1975,67938,Emeburir
65,11/11/1994,44892,Bacekrer
50,6/26/1977,15119,Simuhhu
22,11/22/1974,73175,Rofkidgah
64,11/17/1995,76818,Zubutvas
65,9/27/1991,30943,Hohazu
59,11/19/1988,68429,Kopado
52,12/9/1995,96379,Rewune
26,3/20/1977,49202,Dulupjod
44,8/3/1990,27697,Enjeche
59,10/16/1997,53164,Hasuapi
21,10/6/1979,08219,Wafukse
38,8/1/1988,37756,Fodissur
41,12/13/1981,41099,Konimisu
61,10/16/1966,39998,Gaodmu
22,3/10/1960,37472,Aruuvkic
32,4/5/1961,98212,Zefcaus
21,12/12/1953,23987,Rasiro
32,3/27/2000,43547,Povpiuwu
26,9/26/1967,68461,Builvot
51,8/28/1982,38322,Lofarav
39,6/22/1994,90138,Lezahwi
39,8/8/1990,81474,Eriebcih
34,2/2/1994,86021,Mutwevap
53,10/3/1979,61742,Rusufar
55,1/25/1978,98772,Muonejap
43,4/24/1981,87370,Kurjijno
59,8/19/1986,75454,Penkodke
21,12/20/1955,76168,Ossuder
36,12/25/1999,36727,Kifvikzos
38,1/28/1971,97228,Iripime
58,9/11/1998,81194,Dihokowov
39,1/26/1995,98852,Emcuci
25,2/1/1996,79509,Lobufto
23,7/16/1991,01191,Wazjommil
24,9/15/1973,13003,Lohajmin
61,3/26/1970,50615,Viwuki
43,4/2/1986,02088,Vifmiel
51,6/20/1981,36255,Cepohas
21,1/12/1961,85060,Zegfupa
26,1/4/1995,39134,Giserup
64,5/21/1995,30714,Sitboldes
41,4/26/1977,94803,Aloapelo
48,1/21/1983,12760,Gakiuja
23,12/28/1985,51192,Gejsowda
63,10/26/1958,27120,Keulceh
55,9/8/1964,71550,Nutwioj
59,1/17/1980,17220,Veorilik
47,11/22/1997,16511,Itdonge
32,11/2/1955,59570,Ojajaleh
29,6/11/1971,78183,Bizacev
43,3/7/1974,89978,Nuedni
46,2/13/1989,29729,Kokrezeg
42,12/11/1955,08939,Bodicagoj
42,10/20/1973,08049,Isuanoez
30,9/22/1958,42235,Ditezro
65,10/4/1962,49070,Nazwezdak
23,4/5/1967,05785,Sunetmel
62,7/15/1987,20734,Fepavvec
65,2/3/1996,98919,Rizoto
44,8/11/1994,24058,Lomegson
57,2/23/1996,71290,Gilunzib
45,7/31/1990,38594,Hesevez
61,7/25/1992,46943,Vecubo
53,11/29/1965,43131,Isgifgar
25,5/7/1970,49085,Sownoda
24,2/16/1970,10298,Wolivu
56,7/18/1987,93742,Duhoraib
53,4/4/1995,80379,Donufo
54,7/28/1961,29676,Cosisud
65,9/10/1962,01472,Hegujibod
40,3/7/1996,34631,Gigvoobe
52,2/13/1956,87835,Doicos
64,5/16/1957,98273,Pibenud
50,1/6/1962,00198,Hicdotjow
47,3/20/1964,32128,Guhiklon
37,8/31/1996,35739,Pugopti
31,9/30/1974,10101,Butdulan
33,5/2/1965,85081,Ubhani
22,5/9/1976,90813,Fecpepa
30,2/19/1963,41774,Bihbindac
58,3/18/1987,71256,Nustijer
41,9/7/1990,99617,Necactu
57,12/31/1968,02740,Lojafse
55,12/14/1972,96357,Vopopisa
53,6/12/2000,15298,Wocipzu
24,6/19/1994,77713,Vevkostam
47,3/4/1965,64179,Tazbafa
37,6/23/1966,86520,Wuzjokro
50,10/30/1995,65614,Tulopho
59,5/10/1966,23379,Zerzakpi
48,6/6/1956,36745,Nitjelfon
50,9/19/2000,70511,Alminuk
45,12/22/1990,22392,Huekra
51,2/11/1990,98204,Tamteczon
38,9/19/1954,58678,Codbevat
26,2/3/1980,81393,Setuusa
40,10/9/1990,52150,Mesiwoh
45,5/6/1974,55297,Cazanura
61,9/5/1961,49479,Tikalge
38,6/25/1973,83973,Olioreki
53,10/4/1991,02469,Wisomaba
30,3/20/1964,48809,Erakaztul
57,6/9/1954,07411,Vaabjor
49,1/10/1976,38552,Atedigi
31,6/14/1954,98133,Diagpi
59,3/18/1965,16538,Ubennic
36,8/30/1977,53419,Vukfehpop
38,12/21/1973,92263,Ebpuzda
42,10/9/1976,63118,Talutizuw
52,8/14/1959,65165,Inbain
36,4/6/1993,20705,Powvivof
32,5/19/1959,03348,Vudafzi
31,8/11/1958,61259,Fowvenig
49,7/7/1981,95991,Toleldap
24,1/8/1995,10861,Ohibna
38,8/22/1998,46853,Hizrekhoc
27,1/29/1996,79959,Ujiwkef
51,12/30/1984,94925,Behjebma
22,10/22/1984,88918,Ojedhiv
19,6/22/1987,99885,Wizeor
57,8/21/1997,58393,Uddaguh
23,1/22/1962,84868,Fefvubaz
60,11/21/1967,92016,Bowetra
24,3/7/1971,55427,Ohigovak
